userId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,(no genres listed)
1,0.06976744186046512,0.18604651162790697,0.06976744186046512,0.046511627906976744,0.11627906976744186,0.023255813953488372,0.0,0.13953488372093023,0.06976744186046512,0.0,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.09302325581395349,0.09302325581395349,0.023255813953488372,0.023255813953488372,0.0
2,0.10619469026548672,0.04424778761061947,0.02654867256637168,0.04424778761061947,0.22123893805309736,0.035398230088495575,0.0,0.1592920353982301,0.05309734513274336,0.0,0.017699115044247787,0.008849557522123894,0.017699115044247787,0.0,0.12389380530973451,0.017699115044247787,0.10619469026548672,0.017699115044247787,0.0,0.0
3,0.11764705882352941,0.10294117647058823,0.04411764705882353,0.07352941176470588,0.11764705882352941,0.07352941176470588,0.0,0.08823529411764706,0.058823529411764705,0.0,0.029411764705882353,0.04411764705882353,0.029411764705882353,0.0,0.058823529411764705,0.07352941176470588,0.07352941176470588,0.014705882352941176,0.0,0.0
4,0.12631578947368421,0.10526315789473684,0.010526315789473684,0.031578947368421054,0.14736842105263157,0.10526315789473684,0.010526315789473684,0.07368421052631578,0.05263157894736842,0.0,0.05263157894736842,0.0,0.010526315789473684,0.031578947368421054,0.021052631578947368,0.09473684210526316,0.11578947368421053,0.0,0.010526315789473684,0.0
5,0.0,0.0625,0.0,0.0,0.0625,0.25,0.0,0.3125,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.125,0.0,0.0,0.0
6,0.15,0.08333333333333333,0.016666666666666666,0.03333333333333333,0.16666666666666666,0.05,0.0,0.13333333333333333,0.03333333333333333,0.0,0.016666666666666666,0.0,0.016666666666666666,0.03333333333333333,0.05,0.11666666666666667,0.08333333333333333,0.016666666666666666,0.0,0.0
7,0.1360544217687075,0.10204081632653061,0.027210884353741496,0.04081632653061224,0.14965986394557823,0.04081632653061224,0.0,0.10204081632653061,0.05442176870748299,0.0,0.013605442176870748,0.013605442176870748,0.027210884353741496,0.013605442176870748,0.08163265306122448,0.10204081632653061,0.07482993197278912,0.013605442176870748,0.006802721088435374,0.0
8,0.0625,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.14583333333333334,0.0625,0.020833333333333332,0.25,0.0625,0.0,0.041666666666666664,0.0,0.0,0.020833333333333332,0.125,0.0,0.125,0.0,0.0,0.0
9,0.1388888888888889,0.08333333333333333,0.027777777777777776,0.027777777777777776,0.1111111111111111,0.08333333333333333,0.0,0.16666666666666666,0.027777777777777776,0.0,0.0,0.0,0.0,0.027777777777777776,0.1111111111111111,0.027777777777777776,0.1388888888888889,0.027777777777777776,0.0,0.0
10,0.18604651162790697,0.046511627906976744,0.0,0.0,0.11627906976744186,0.09302325581395349,0.0,0.06976744186046512,0.0,0.0,0.06976744186046512,0.0,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.23255813953488372,0.0,0.023255813953488372,0.0
11,0.11764705882352941,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.0,0.0,0.11764705882352941,0.0,0.0,0.058823529411764705,0.0,0.0,0.11764705882352941,0.0,0.0,0.0
12,0.07216494845360824,0.07216494845360824,0.041237113402061855,0.05154639175257732,0.2268041237113402,0.020618556701030927,0.0,0.17525773195876287,0.041237113402061855,0.0,0.030927835051546393,0.0,0.020618556701030927,0.020618556701030927,0.061855670103092786,0.10309278350515463,0.041237113402061855,0.0,0.020618556701030927,0.0
13,0.1111111111111111,0.1111111111111111,0.022222222222222223,0.044444444444444446,0.17777777777777778,0.022222222222222223,0.0,0.08888888888888889,0.06666666666666667,0.0,0.022222222222222223,0.022222222222222223,0.0,0.044444444444444446,0.044444444444444446,0.06666666666666667,0.1111111111111111,0.0,0.044444444444444446,0.0
14,0.13953488372093023,0.11627906976744186,0.06976744186046512,0.11627906976744186,0.18604651162790697,0.0,0.0,0.06976744186046512,0.046511627906976744,0.0,0.0,0.0,0.046511627906976744,0.0,0.046511627906976744,0.11627906976744186,0.046511627906976744,0.0,0.0,0.0
15,0.1142198815009875,0.07570770243581304,0.020078999341672153,0.022053982883475973,0.1421988150098749,0.06287030941408822,0.015141540487162607,0.16491112574061884,0.03785385121790652,0.003949967083607637,0.02369980250164582,0.02040816326530612,0.009216589861751152,0.03324555628703094,0.065174456879526,0.05892034233048058,0.10961158657011191,0.016129032258064516,0.004608294930875576,0.0
16,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0
17,0.12043795620437957,0.06204379562043796,0.010948905109489052,0.010948905109489052,0.12043795620437957,0.09854014598540146,0.0036496350364963502,0.12408759124087591,0.010948905109489052,0.0036496350364963502,0.06569343065693431,0.0036496350364963502,0.0072992700729927005,0.043795620437956206,0.058394160583941604,0.08029197080291971,0.15693430656934307,0.014598540145985401,0.0036496350364963502,0.0
18,0.13333333333333333,0.08,0.0,0.0,0.14666666666666667,0.06666666666666667,0.0,0.16,0.013333333333333334,0.0,0.013333333333333334,0.0,0.0,0.013333333333333334,0.10666666666666667,0.08,0.18666666666666668,0.0,0.0,0.0
19,0.10815602836879433,0.06914893617021277,0.008865248226950355,0.015957446808510637,0.1347517730496454,0.0549645390070922,0.0017730496453900709,0.18617021276595744,0.026595744680851064,0.0,0.0425531914893617,0.0035460992907801418,0.01773049645390071,0.031914893617021274,0.10106382978723404,0.05319148936170213,0.11879432624113476,0.012411347517730497,0.012411347517730497,0.0
20,0.10638297872340426,0.09574468085106383,0.0,0.02127659574468085,0.1276595744680851,0.06382978723404255,0.0,0.2127659574468085,0.031914893617021274,0.0,0.010638297872340425,0.010638297872340425,0.0,0.02127659574468085,0.05319148936170213,0.0851063829787234,0.0851063829787234,0.05319148936170213,0.02127659574468085,0.0
21,0.125,0.10661764705882353,0.025735294117647058,0.04411764705882353,0.09926470588235294,0.04044117647058824,0.0,0.09926470588235294,0.051470588235294115,0.003676470588235294,0.04044117647058824,0.003676470588235294,0.051470588235294115,0.025735294117647058,0.04779411764705882,0.09558823529411764,0.10661764705882353,0.01838235294117647,0.014705882352941176,0.0
22,0.1590909090909091,0.09090909090909091,0.01948051948051948,0.03571428571428571,0.1266233766233766,0.06168831168831169,0.0,0.10714285714285714,0.04220779220779221,0.0,0.045454545454545456,0.00974025974025974,0.016233766233766232,0.02922077922077922,0.03571428571428571,0.09740259740259741,0.11038961038961038,0.006493506493506494,0.006493506493506494,0.0
23,0.10961968680089486,0.06935123042505593,0.006711409395973154,0.008948545861297539,0.11185682326621924,0.053691275167785234,0.0022371364653243847,0.21252796420581654,0.0447427293064877,0.0022371364653243847,0.02237136465324385,0.011185682326621925,0.02237136465324385,0.03131991051454139,0.09843400447427293,0.049217002237136466,0.09619686800894854,0.040268456375838924,0.006711409395973154,0.0
24,0.15625,0.1875,0.0625,0.03125,0.0625,0.09375,0.0,0.09375,0.0,0.0,0.03125,0.03125,0.03125,0.0,0.03125,0.0625,0.125,0.0,0.0,0.0
25,0.11538461538461539,0.07692307692307693,0.019230769230769232,0.0,0.17307692307692307,0.09615384615384616,0.0,0.1346153846153846,0.057692307692307696,0.0,0.019230769230769232,0.0,0.0,0.019230769230769232,0.057692307692307696,0.057692307692307696,0.17307692307692307,0.0,0.0,0.0
26,0.13872832369942195,0.12716763005780346,0.03468208092485549,0.011560693641618497,0.12716763005780346,0.12138728323699421,0.0,0.14450867052023122,0.04046242774566474,0.0,0.005780346820809248,0.011560693641618497,0.0,0.011560693641618497,0.057803468208092484,0.06358381502890173,0.09248554913294797,0.011560693641618497,0.0,0.0
27,0.0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.3333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0
28,0.18181818181818182,0.13636363636363635,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.22727272727272727,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.0
29,0.08333333333333333,0.10416666666666667,0.0,0.020833333333333332,0.08333333333333333,0.0,0.0,0.10416666666666667,0.10416666666666667,0.0,0.10416666666666667,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.14583333333333334,0.0,0.0,0.0
30,0.08092485549132948,0.05491329479768786,0.010115606936416185,0.031791907514450865,0.1907514450867052,0.059248554913294796,0.004335260115606936,0.18208092485549132,0.04046242774566474,0.001445086705202312,0.03901734104046243,0.001445086705202312,0.015895953757225433,0.030346820809248554,0.06647398843930635,0.05346820809248555,0.11705202312138728,0.014450867052023121,0.005780346820809248,0.0
31,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
32,0.09859154929577464,0.11267605633802817,0.04225352112676056,0.07042253521126761,0.14084507042253522,0.04225352112676056,0.0,0.1267605633802817,0.056338028169014086,0.0,0.0,0.028169014084507043,0.04225352112676056,0.014084507042253521,0.07042253521126761,0.028169014084507043,0.08450704225352113,0.014084507042253521,0.028169014084507043,0.0
33,0.05714285714285714,0.08571428571428572,0.0,0.02142857142857143,0.32857142857142857,0.03571428571428571,0.014285714285714285,0.12142857142857143,0.02857142857142857,0.0,0.06428571428571428,0.0,0.02857142857142857,0.02857142857142857,0.07857142857142857,0.02142857142857143,0.07857142857142857,0.007142857142857143,0.0,0.0
34,0.14583333333333334,0.06944444444444445,0.0,0.013888888888888888,0.10416666666666667,0.0625,0.0,0.13194444444444445,0.034722222222222224,0.013888888888888888,0.06944444444444445,0.0,0.020833333333333332,0.041666666666666664,0.041666666666666664,0.11805555555555555,0.10416666666666667,0.020833333333333332,0.006944444444444444,0.0
35,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.07894736842105263,0.0,0.2631578947368421,0.05263157894736842,0.0,0.02631578947368421,0.0,0.05263157894736842,0.0,0.07894736842105263,0.05263157894736842,0.15789473684210525,0.02631578947368421,0.0,0.0
36,0.07575757575757576,0.05303030303030303,0.015151515151515152,0.030303030303030304,0.1893939393939394,0.06818181818181818,0.0,0.18181818181818182,0.022727272727272728,0.0,0.022727272727272728,0.0,0.015151515151515152,0.007575757575757576,0.11363636363636363,0.030303030303030304,0.12878787878787878,0.022727272727272728,0.022727272727272728,0.0
37,0.16666666666666666,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.20833333333333334,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0
38,0.21052631578947367,0.05263157894736842,0.0,0.0,0.10526315789473684,0.15789473684210525,0.0,0.21052631578947367,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0
39,0.11842105263157894,0.06578947368421052,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.10526315789473684,0.0,0.10526315789473684,0.02631578947368421,0.0,0.09210526315789473,0.013157894736842105,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.07894736842105263,0.13157894736842105,0.013157894736842105,0.013157894736842105,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
